,estado,setor,faturamento_informado,divida_total_pj,score,taxa,atraso_corrente,prazo,valor_contrato,valor_contrato_mais_juros,valor_em_aberto
252,PR,ATACADO,190000.0,243000.0,142,5.6385,1203,6.3,10853.0415,12235.86,12235.86
253,PA,SERVICOS ADMINISTRATIVOS,50000.0,67000.0,322,4.5885,0,12.6,33292.0035,39350.4,0.0
254,MG,VAREJO,60000.0,0.0,456,4.284,1366,12.6,44668.0395,53026.68,17675.56
255,SP,VAREJO,30000.0,0.0,475,4.3995,0,12.6,16645.566,19423.08,0.0
256,TO,VAREJO,52000.0,7000.0,180,6.3525,0,12.6,8321.187,10485.72,0.0
257,PE,ATACADO,90000.0,0.0,570,4.0635,0,12.6,39088.4655,45925.08,0.0
258,AM,VAREJO,150000.0,10000.0,135,5.7435,829,12.6,22202.25,29317.32,17381.1
259,SP,SERVICOS PROFISSIONAIS E TECNICOS,40000.0,15000.0,468,4.8405,0,6.3,5424.993,5890.08,0.0
260,SP,INDUSTRIA DIGITAL,30000.0,99000.0,722,4.7355,0,12.6,16649.1045,20278.68,0.0
261,RJ,SERVICOS PROFISSIONAIS E TECNICOS,190000.0,332000.0,515,4.011,0,15.75,113155.2345,136145.55,0.0
262,SP,VAREJO,180000.0,58000.0,172,4.725,0,10.5,33007.359,37926.4,0.0
263,RJ,SERVICOS ADMINISTRATIVOS,138000.0,128000.0,132,4.095,1151,6.3,16225.398,17254.74,14270.47
264,RJ,SERVICOS DE EDUCACAO,42199.3,7000.0,320,5.334,189,12.6,22194.543,27325.92,0.0
265,SP,VAREJO,100000.0,23686.0,494,4.7985,0,12.6,22194.5955,26543.28,0.0
266,GO,BENS DE CONSUMO,30000.0,6000.0,403,5.124,0,12.6,5548.641,6752.88,0.0
267,MG,SERVICOS ADMINISTRATIVOS,90000.0,4000.0,155,4.095,0,12.6,39068.589,45231.48,0.0
268,SP,VAREJO,50000.0,19000.0,463,4.62,0,18.9,22760.388,29557.62,0.0
269,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,97000.0,0.0,310,4.809,0,12.6,11097.2925,13271.64,0.0
270,SP,SIDERURGICA-METALURGIA,150000.0,1059000.0,574,3.4755,1382,4.2,42985.047,43379.28,32534.46
271,MS,SERVICOS PROFISSIONAIS E TECNICOS,250000.0,374000.0,620,3.1605,0,12.6,109012.806,123497.52,0.0
272,RJ,TELECOM,35000.0,5000.0,286,5.712,0,6.3,5408.7495,6101.58,0.0
273,RJ,VAREJO,60000.0,54000.0,377,5.103,0,12.6,14427.714,17722.44,0.0
274,SC,ATACADO,110000.0,9000.0,140,3.885,0,6.3,21639.912,23410.44,0.0
275,RR,TRANSPORTE,70000.0,90000.0,248,5.1135,0,9.45,22002.9075,25237.89,0.0
276,SP,SIDERURGICA-METALURGIA,250000.0,538000.0,123,4.3365,1168,12.6,55807.248,65354.52,54345.58
277,RJ,SERVICOS DE EDUCACAO,100000.0,172000.0,368,3.7485,220,18.9,63030.576,75865.68,15663.23
278,AP,INDUSTRIA DA CONSTRUCAO,48000.0,0.0,339,5.1555,1165,12.6,5582.1675,6929.16,6929.16
279,RJ,VAREJO,15000.0,0.0,596,4.9875,0,3.15,5340.1635,5605.05,0.0
280,SP,VAREJO,50000.0,0.0,308,5.061,1151,12.6,11100.0855,13886.52,13886.52
281,GO,SERVICOS DE ALOJAMENTO/ALIMENTACAO,55000.0,55000.0,988,4.0005,871,12.6,22199.7195,25955.52,6236.59
282,GO,SERVICOS DE ALOJAMENTO/ALIMENTACAO,25000.0,2000.0,368,4.851,1113,6.3,5409.8205,6058.86,5049.05
283,SP,SIDERURGICA-METALURGIA,60000.0,0.0,249,5.2815,1589,12.6,5548.6725,6819.96,6251.63
284,SP,TELECOM,65000.0,16000.0,477,4.221,0,12.6,16648.989,19641.12,0.0
285,RS,VAREJO,65000.0,35000.0,373,4.7775,0,12.6,15539.8635,19064.76,0.0
286,SP,VAREJO,45000.0,2000.0,630,4.536,0,12.6,16648.8525,19999.08,0.0
287,MG,TEXTEIS,20000.0,0.0,188,5.859,1396,12.6,11158.707,14082.12,10448.36
288,SP,VAREJO,75000.0,25000.0,255,4.851,0,12.6,16648.947,20382.0,0.0
289,SP,SERVICOS ADMINISTRATIVOS,42000.0,37000.0,231,4.914,0,6.3,10816.3755,11748.42,0.0
290,RJ,SERVICOS DE SAUDE,40000.0,53000.0,162,6.174,1375,12.6,11097.576,14349.12,13017.04
291,RS,ATACADO,90000.0,192000.0,386,4.641,0,12.6,16224.39,17450.34,0.0
292,ES,SERVICOS DE ALOJAMENTO/ALIMENTACAO,45000.0,13000.0,346,5.0085,0,12.6,11097.3345,13427.52,0.0
293,RN,BENS DE CAPITAL,70000.0,129000.0,456,4.305,0,12.6,27911.058,32927.28,0.0
294,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,25000.0,2000.0,412,5.7015,1198,12.6,16739.0475,21000.24,15750.18
295,SP,SERVICOS PROFISSIONAIS E TECNICOS,17000.0,0.0,559,5.04,0,12.6,11100.7785,13977.24,0.0
296,MT,INDUSTRIA DIGITAL,100000.0,0.0,514,4.6935,0,12.6,11096.0745,13041.6,0.0
297,BA,VAREJO,215000.0,159000.0,157,4.851,1207,6.3,16228.1175,18015.0,18015.0
298,SP,SERVICOS DIVERSOS,110000.0,119000.0,316,4.0425,854,12.6,59147.697,67789.56,9732.75
299,PR,VAREJO,60000.0,16000.0,406,4.893,861,12.6,16739.8035,20142.84,14163.22
300,SP,VAREJO,85000.0,170000.0,390,4.62,1129,12.6,27751.6575,33982.32,28045.33
301,PR,ATACADO,84000.0,0.0,330,4.851,1149,6.3,10816.3545,11724.84,9662.98
302,MT,TRANSPORTE,7000000.0,1086000.0,190,4.389,8,9.45,88007.1885,97643.34,0.0
303,RJ,INDUSTRIA DA CONSTRUCAO,153150.0,138000.0,703,3.633,1176,18.9,114612.96,137223.36,137223.36
304,MG,SERVICOS PROFISSIONAIS E TECNICOS,100000.0,0.0,397,3.654,0,12.6,59882.2455,68174.52,0.0
305,BA,VAREJO,30000.0,0.0,183,6.489,0,12.6,8879.535,11986.44,0.0
306,MT,TELECOM,45000.0,0.0,109,5.607,0,12.6,16648.6215,21260.04,0.0
307,SP,INDUSTRIA DA CONSTRUCAO,70000.0,113987.0,529,4.599,1436,12.6,11097.366,13132.08,5240.03
308,BA,VAREJO,20000.0,0.0,572,4.8195,0,12.6,8877.876,10630.44,0.0
309,MG,VAREJO,700000.0,1926000.0,319,4.1475,0,12.6,55810.7235,64806.12,0.0
310,PR,SERVICOS DE EDUCACAO,150000.0,179000.0,189,5.1765,0,12.6,33299.469,41817.96,0.0
311,ES,SERVICOS DE ALOJAMENTO/ALIMENTACAO,21000.0,0.0,494,6.258,1224,6.3,3785.4705,4246.86,758.78
312,SP,VAREJO,200000.0,166000.0,142,4.9875,0,9.45,19724.439,23120.91,0.0
313,AM,VAREJO,98000.0,143000.0,122,5.544,0,6.3,10848.4845,11983.92,0.0
314,MA,SERVICOS DE ALOJAMENTO/ALIMENTACAO,90000.0,45000.0,129,5.67,1319,12.6,11099.991,14390.16,13158.08
315,SP,SERVICOS ADMINISTRATIVOS,50000.0,136000.0,175,3.969,1030,12.6,22200.6645,26007.36,11513.5
316,BA,VAREJO,20000.0,5000.0,503,4.7355,0,12.6,11099.802,13568.52,0.0
317,SP,VAREJO,100000.0,50000.0,202,4.263,0,12.6,39090.3555,46598.28,0.0
318,AL,SERVICOS DIVERSOS,70000.0,4000.0,252,5.0505,0,10.5,16584.435,19492.5,0.0
319,SP,VAREJO,150000.0,466000.0,331,4.3785,0,12.6,33291.8565,38888.4,0.0
320,SP,TRANSPORTE,92350.0,56000.0,278,5.019,1197,12.6,16645.8705,20141.16,16731.55
321,MG,SERVICOS ADMINISTRATIVOS,50000.0,25000.0,361,4.851,906,6.3,10814.6115,11517.66,9151.49
322,SP,SERVICOS ADMINISTRATIVOS,200000.0,110000.0,363,4.7775,0,12.6,55854.351,69263.16,0.0
323,DF,SERVICOS DE SAUDE,55000.0,44000.0,392,4.431,0,12.6,27890.52,32286.36,0.0
324,PE,VAREJO,30000.0,0.0,202,4.8195,1129,6.3,5408.634,5908.2,4902.28
325,SP,SERVICOS ADMINISTRATIVOS,76000.0,3000.0,159,5.2395,1046,12.6,11097.261,13584.24,8940.23
326,ES,SERVICOS DE ALOJAMENTO/ALIMENTACAO,100000.0,0.0,0,4.0215,0,6.3,27031.2525,28504.26,0.0
327,SP,VAREJO,1200000.0,5000.0,388,5.061,1581,12.6,39048.744,46859.28,46859.28
328,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,85000.0,168000.0,288,4.788,451,12.6,11097.9645,13354.08,8493.4
329,SP,SERVICOS PROFISSIONAIS E TECNICOS,210000.0,0.0,227,5.0085,0,6.3,21709.9785,24098.16,0.0
330,BA,SERVICOS PROFISSIONAIS E TECNICOS,150000.0,871.0,238,3.8955,0,6.3,32455.3215,34701.48,0.0
331,MT,VAREJO,50000.0,5000.0,376,5.04,0,12.6,11099.2455,13741.68,0.0
332,MA,INDUSTRIA DA CONSTRUCAO,280000.0,0.0,334,4.431,0,9.45,32868.0135,36844.2,0.0
333,PR,VAREJO,35000.0,41000.0,167,5.3655,976,12.6,11100.516,14217.72,10752.7
334,GO,TELECOM,108000.0,19000.0,354,4.137,0,12.6,55797.399,64216.32,0.0
335,SC,SERVICOS PROFISSIONAIS E TECNICOS,28000.0,15000.0,544,4.8825,0,14.7,11193.1365,14162.26,0.0
336,SP,SERVICOS PROFISSIONAIS E TECNICOS,130000.0,620000.0,401,4.221,1178,12.6,39074.532,45847.68,41945.43
337,RJ,SERVICOS ADMINISTRATIVOS,990500.0,65000.0,222,3.654,0,12.6,111666.6285,127359.0,0.0
338,RS,VAREJO,80000.0,94000.0,579,4.494,513,12.6,11167.548,13463.28,6360.43
339,SP,VAREJO,100000.0,0.0,512,4.0215,0,6.3,54249.8985,57346.2,0.0
340,SP,VAREJO,18000.0,0.0,152,6.111,0,12.6,5549.9535,7378.32,0.0
341,ES,VAREJO,400000.0,199000.0,142,5.061,0,12.6,27749.4,34580.4,0.0
342,MS,VAREJO,60000.0,318000.0,345,4.62,1487,6.3,10815.735,11568.78,7712.52
343,PR,ATACADO,180000.0,109000.0,117,5.628,1319,12.6,32762.6985,41502.48,30226.82
344,PR,BENS DE CONSUMO,100000.0,112000.0,236,4.998,0,12.6,22194.795,26855.28,0.0
345,PR,VAREJO,123425.0,386000.0,719,4.2105,0,10.5,33009.1335,37195.8,0.0
346,AM,TRANSPORTE,80000.0,13000.0,191,5.376,0,6.3,21636.783,24375.24,0.0
347,SP,ATACADO,1500000.0,4387000.0,261,4.0425,983,12.6,111582.0615,127271.88,57723.01
348,PR,BENS DE CONSUMO,80000.0,8000.0,495,4.788,38,12.6,16647.666,20130.0,7721.5
349,PE,VAREJO,20000.0,30000.0,730,5.1135,0,12.6,16740.318,20413.08,0.0
350,SP,SERVICOS ADMINISTRATIVOS,98000.0,4000.0,425,5.166,0,12.6,16745.2425,20731.92,0.0
351,SP,VAREJO,12500.0,3000.0,597,5.5125,0,12.6,11161.29,13979.28,0.0
352,AM,VAREJO,40000.0,33000.0,122,4.6935,1172,8.4,8728.9755,9919.92,9919.92
353,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,35000.0,8000.0,336,5.4075,862,12.6,16648.0125,20910.36,3485.06
354,MG,ATACADO,25000.0,0.0,538,5.859,1039,12.6,8929.9035,11456.4,7637.6
355,SP,INDUSTRIA DIGITAL,20000.0,15000.0,340,4.5885,0,12.6,22194.7215,26233.68,0.0
356,SC,INDUSTRIA DA CONSTRUCAO,30000.0,9000.0,391,5.0085,0,6.3,3245.277,3578.76,0.0
357,CE,PAPEL E CELULOSE,120000.0,101000.0,346,4.368,0,6.3,21707.5845,23473.62,0.0
358,MG,VAREJO,18000.0,4000.0,231,5.6595,0,12.6,11097.2715,13900.56,0.0
359,MA,PAPEL E CELULOSE,15000.0,2000.0,363,6.279,0,6.3,5408.172,6127.14,0.0
360,MG,SERVICOS PROFISSIONAIS E TECNICOS,35000.0,0.0,322,5.397,0,18.9,5547.6855,6711.24,0.0
361,RJ,SERVICOS PROFISSIONAIS E TECNICOS,20000.0,0.0,606,5.2185,0,12.6,11159.5575,13653.84,0.0
362,SP,BENS DE CONSUMO,87000.0,79000.0,141,5.9535,1233,12.6,11098.1745,14299.44,13083.99
363,SP,QUIMICA-PETROQUIMICA,110000.0,226000.0,101,3.612,1238,12.6,33293.9985,37457.52,37457.52
364,PA,VAREJO,145000.0,132000.0,244,4.599,0,6.3,27048.525,29941.74,0.0
365,RJ,SERVICOS PROFISSIONAIS E TECNICOS,200000.0,33000.0,501,3.969,0,12.6,83672.9985,94610.28,0.0
366,SP,VAREJO,210000.0,30000.0,278,4.6515,0,9.45,55015.884,62172.99,0.0
367,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,15000.0,0.0,316,5.964,0,6.3,3245.634,3750.0,0.0
368,SP,ATACADO,9500.0,3000.0,486,6.279,1471,12.6,5578.713,7166.52,7166.52
369,SP,VAREJO,250000.0,94000.0,191,4.4835,0,12.6,33291.972,39119.04,0.0
370,MG,SERVICOS ADMINISTRATIVOS,31550.0,37000.0,496,4.5675,0,12.6,27743.5935,32792.28,0.0
371,SP,INDUSTRIA DA CONSTRUCAO,900000.0,0.0,467,4.2735,1231,6.3,21712.9815,23580.9,23580.9
372,MT,SERVICOS PROFISSIONAIS E TECNICOS,20000.0,12000.0,354,5.376,0,6.3,16224.348,17852.94,0.0
373,RJ,SERVICOS ADMINISTRATIVOS,120000.0,34000.0,280,4.809,1165,12.6,19976.355,24066.72,19940.09
374,SP,VAREJO,20000.0,0.0,481,5.187,0,8.4,5478.396,6337.12,0.0
375,SE,VAREJO,25000.0,0.0,589,4.788,0,12.6,11096.148,13116.48,0.0
376,PR,SERVICOS ADMINISTRATIVOS,40000.0,13000.0,544,4.8195,0,12.6,16647.5295,20154.24,0.0
377,SP,SERVICOS ADMINISTRATIVOS,120000.0,24000.0,181,4.326,0,12.6,19978.875,23721.24,0.0
378,BA,SERVICOS DIVERSOS,18000.0,0.0,411,5.019,0,12.6,5548.6305,6713.76,0.0
379,SP,ATACADO,30000.0,2000.0,740,4.9245,1345,12.6,5579.4165,6697.2,3769.02
380,SP,BENS DE CONSUMO,294698.0,297000.0,361,4.6515,1214,12.6,55800.486,66261.84,27609.1
381,SP,ATACADO,170000.0,48000.0,401,4.2525,538,12.6,22194.8475,25772.64,0.0
382,ES,SERVICOS DIVERSOS,35000.0,7000.0,237,4.5465,0,12.6,11098.269,13209.48,0.0
383,MT,SERVICOS PROFISSIONAIS E TECNICOS,20000.0,303.0,391,5.25,0,12.6,6658.743,8217.72,0.0
384,BA,VAREJO,200000.0,115000.0,117,4.2,0,6.3,32449.0635,34444.5,0.0
385,PR,VAREJO,150000.0,134000.0,195,4.095,0,6.3,16225.062,17219.04,0.0
386,BA,VAREJO,20000.0,265.0,241,5.775,0,12.6,11097.0825,13959.48,0.0
387,BA,SERVICOS DE ALOJAMENTO/ALIMENTACAO,32000.0,49000.0,365,5.1345,381,12.6,11166.582,13951.56,13450.9
388,MG,SERVICOS DIVERSOS,25000.0,0.0,233,7.056,0,6.3,5423.124,6207.18,0.0
389,CE,VAREJO,250000.0,9000.0,373,4.3575,0,6.3,16227.4035,17613.6,0.0
390,RS,TRANSPORTE,25000.0,19000.0,462,4.9035,0,10.5,11004.252,12980.3,0.0
391,SC,SERVICOS DE ALOJAMENTO/ALIMENTACAO,50000.0,69000.0,659,4.7565,0,11.55,22103.4345,26375.91,0.0
392,BA,SERVICOS DIVERSOS,30000.0,15000.0,401,5.082,1172,12.6,11098.542,13668.96,13668.96
393,MT,VAREJO,90000.0,0.0,693,4.0215,0,12.6,27746.6175,32155.2,0.0
394,SP,VAREJO,46000.0,0.0,344,5.2815,23,12.6,8876.91,10766.64,3821.14
395,SP,SERVICOS ADMINISTRATIVOS,150000.0,0.0,735,4.053,0,12.6,33293.4945,38355.0,0.0
396,AL,SERVICOS PROFISSIONAIS E TECNICOS,15000.0,806.0,472,5.208,0,6.3,3245.8965,3684.48,0.0
397,SP,BENS DE CONSUMO,110000.0,41000.0,330,4.557,0,12.6,16650.669,20276.04,0.0
398,RJ,TELECOM,400000.0,1616000.0,788,3.675,0,9.45,55065.297,60978.33,0.0
399,CE,VAREJO,250000.0,3000.0,548,4.0425,0,18.9,57319.9935,71737.56,0.0
400,PE,VAREJO,91252.0,0.0,486,4.3575,0,12.6,22194.921,25926.0,0.0
401,SP,SERVICOS ADMINISTRATIVOS,10000.0,7000.0,503,4.9245,0,12.6,5550.069,6889.68,0.0
402,SP,VAREJO,150000.0,0.0,232,5.04,0,9.45,27519.0825,32097.15,0.0
403,MG,INDUSTRIA DA CONSTRUCAO,60000.0,0.0,494,4.6515,0,6.3,32574.633,36058.98,0.0
404,PR,BENS DE CONSUMO,250000.0,181000.0,323,4.158,0,15.75,33718.1145,40863.45,0.0
405,MT,ATACADO,100000.0,22000.0,111,4.263,843,6.3,10817.499,11621.76,0.0
406,SP,VAREJO,80000.0,37000.0,261,4.767,743,18.9,57297.891,74325.78,53858.95
407,MA,SERVICOS ADMINISTRATIVOS,30000.0,9000.0,635,5.0715,0,12.6,16643.991,19937.76,0.0
408,MG,VAREJO,50000.0,25000.0,277,5.2815,0,12.6,22198.1865,27826.68,0.0
409,PR,ATACADO,85000.0,0.0,581,4.4625,0,6.3,10854.018,11781.18,0.0
410,RO,VAREJO,35000.0,33000.0,245,4.9875,1532,6.3,2163.651,2401.68,2401.68
411,MT,VAREJO,45000.0,33000.0,232,5.6595,1288,12.6,5548.5675,6940.2,4048.45
412,SP,BENS DE CONSUMO,80000.0,0.0,347,4.9665,0,6.3,5408.865,5964.66,0.0
413,PR,VAREJO,15000.0,0.0,499,4.956,0,12.6,5549.5125,6819.24,0.0
414,PB,SERVICOS DE ALOJAMENTO/ALIMENTACAO,180000.0,241000.0,424,4.0005,0,12.6,72550.926,83390.16,0.0
415,AP,TRANSPORTE,1200000.0,19000.0,103,4.074,0,6.3,43393.938,45758.64,0.0
416,PA,VAREJO,40000.0,1000.0,301,4.746,1109,12.6,5549.628,6751.32,4474.88
417,PR,ATACADO,200000.0,29000.0,657,4.872,0,11.55,22218.1995,26384.38,0.0
418,PR,VAREJO,80000.0,25000.0,220,5.166,926,12.6,27909.798,34599.6,11533.2
419,MG,VAREJO,350000.0,171055.0,375,4.1685,1367,12.6,44632.8225,51265.08,27819.03
420,SP,ATACADO,169000.0,0.0,213,5.0925,1478,6.3,16224.054,17656.92,8577.68
421,SP,SERVICOS PROFISSIONAIS E TECNICOS,100000.0,122000.0,590,4.0845,0,12.6,33293.8095,38469.6,0.0
422,SP,SERVICOS ADMINISTRATIVOS,1200000.0,663000.0,175,5.124,1511,6.3,32450.775,35691.24,29742.7
423,MG,ATACADO,80000.0,0.0,325,4.9455,0,12.6,11166.582,13789.2,0.0
424,SP,VAREJO,35000.0,16000.0,605,4.9875,0,12.6,5548.2,6641.64,0.0
425,MG,BENS DE CONSUMO,80000.0,54000.0,548,4.3575,0,12.6,27895.707,32392.44,0.0
426,MG,ATACADO,55000.0,10000.0,661,4.788,1263,12.6,5579.0805,6633.24,4974.93
427,SP,SERVICOS ADMINISTRATIVOS,48000.0,0.0,254,5.04,1123,12.6,22198.5015,27483.36,19392.18
428,PI,ATACADO,100000.0,71000.0,283,5.229,0,6.3,10855.215,12155.64,0.0
429,MG,BENS DE CONSUMO,10000.0,0.0,342,5.6175,955,12.6,5549.985,7170.48,4588.71
430,MS,QUIMICA-PETROQUIMICA,60000.0,170000.0,240,5.1135,1122,12.6,5549.0925,6816.24,5094.25
431,DF,VAREJO,15000.0,0.0,634,5.0505,0,12.6,5550.132,6952.32,0.0
432,SP,SERVICOS PROFISSIONAIS E TECNICOS,250000.0,113000.0,443,4.1055,0,12.6,89304.873,103698.72,0.0
433,SP,SERVICOS PROFISSIONAIS E TECNICOS,270000.0,764000.0,338,3.5595,0,12.6,55828.101,63091.32,0.0
434,PI,SERVICOS DE EDUCACAO,83000.0,142000.0,514,4.095,0,12.6,55819.7955,64944.24,0.0
435,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,110000.0,19000.0,658,4.368,0,18.9,34390.2405,44112.42,0.0
436,PR,ATACADO,15000.0,0.0,642,4.3995,0,6.3,10858.218,11825.1,0.0
437,PA,VAREJO,60000.0,0.0,546,4.4205,0,12.6,27748.854,33195.24,0.0
438,BA,SERVICOS ADMINISTRATIVOS,15000.0,19000.0,388,5.3655,1182,12.6,5549.166,6927.6,1142.05
439,SP,VAREJO,82000.0,106000.0,194,6.153,1361,12.6,16646.175,21452.04,15957.5
440,CE,VAREJO,15000.0,0.0,507,4.8195,0,12.6,5548.1475,6577.08,0.0
441,PA,INDUSTRIA DA CONSTRUCAO,150000.0,63000.0,310,3.8745,0,6.3,21632.7615,22736.04,0.0
442,MG,ATACADO,80000.0,0.0,545,4.641,1161,12.6,5581.0335,6665.76,3888.36
443,PR,VAREJO,350000.0,311000.0,647,3.738,0,12.6,83683.656,93744.0,0.0
444,PR,SERVICOS ADMINISTRATIVOS,130000.0,385000.0,369,3.738,0,12.6,55789.104,62496.0,0.0
445,SP,VAREJO,135500.0,219000.0,168,3.969,0,12.6,22194.7005,25339.92,0.0
446,MS,VAREJO,110000.0,0.0,334,5.0295,1169,6.3,5408.235,5901.24,3934.16
447,RJ,ATACADO,20000.0,1000.0,191,6.909,0,12.6,5549.1765,7549.2,0.0
448,DF,TELECOM,15000.0,0.0,527,4.6305,0,12.6,5549.9325,6748.56,0.0
449,GO,QUIMICA-PETROQUIMICA,100000.0,511000.0,642,3.696,0,12.6,39065.0715,44063.64,0.0
450,SP,SERVICOS PROFISSIONAIS E TECNICOS,6000.0,202.0,850,4.5675,0,12.6,6658.4805,7870.2,0.0
451,SP,SERVICOS ADMINISTRATIVOS,120000.0,89000.0,218,5.1135,1620,12.6,22194.7215,27011.76,20530.35
452,GO,SERVICOS DE ALOJAMENTO/ALIMENTACAO,90000.0,85000.0,538,4.3785,0,12.6,22195.0575,25983.0,0.0
453,CE,SERVICOS DE ALOJAMENTO/ALIMENTACAO,60000.0,1000.0,743,4.0425,0,12.6,33293.19,38316.6,0.0
454,MG,INDUSTRIA DA CONSTRUCAO,300000.0,0.0,335,5.1345,0,15.75,56556.003,74741.25,0.0
455,MT,VAREJO,30000.0,8000.0,265,5.7015,0,9.45,5501.055,6483.96,0.0
456,GO,BENS DE CONSUMO,320000.0,96000.0,325,3.7275,1274,6.3,16227.4035,17219.7,17219.7
457,SP,ATACADO,7203600.0,21330000.0,275,3.927,0,12.6,133917.462,152399.52,0.0
458,RS,VAREJO,300000.0,550000.0,106,4.1475,0,12.6,22319.1885,25712.28,0.0
459,SP,TRANSPORTE,70000.0,55000.0,101,6.4575,0,12.6,11099.802,15034.92,0.0
460,SP,VAREJO,10000.0,994.0,329,5.8275,0,9.45,5477.9445,6515.01,0.0
461,AC,VAREJO,31000.0,25000.0,361,5.355,0,12.6,5583.375,7075.92,0.0
462,GO,ATACADO,140000.0,9000.0,295,4.095,0,12.6,16650.249,19635.36,0.0
463,SP,VAREJO,150000.0,0.0,103,5.0085,1200,12.6,19975.389,24201.12,22184.36
464,SP,VAREJO,115000.0,121000.0,406,3.8535,0,12.6,55837.95,64662.84,0.0
465,RJ,SIDERURGICA-METALURGIA,20000.0,0.0,424,5.3025,0,6.3,10853.2725,12103.62,0.0
466,RJ,VAREJO,100000.0,23391.0,746,4.2735,0,7.35,21726.2535,23564.17,0.0
467,SP,VAREJO,110000.0,193000.0,152,5.019,463,12.6,33300.351,41551.8,9919.05
468,SP,SERVICOS PROFISSIONAIS E TECNICOS,80000.0,3000.0,334,3.969,0,12.6,22201.326,26084.28,0.0
469,RR,VAREJO,60000.0,11000.0,390,4.914,0,12.6,5548.5675,6666.48,0.0
470,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,100000.0,34000.0,354,4.788,0,12.6,17756.3925,21313.92,0.0
471,SP,TRANSPORTE,120000.0,0.0,421,4.0425,0,12.6,55791.036,63635.88,0.0
472,SC,SERVICOS DE ALOJAMENTO/ALIMENTACAO,80000.0,18000.0,347,4.5045,1305,12.6,22200.255,26850.72,26850.72
473,SC,INDUSTRIA DA CONSTRUCAO,20000.0,0.0,453,4.8405,0,12.6,5550.237,6879.12,0.0
474,RJ,VAREJO,25000.0,0.0,470,5.2605,0,12.6,11099.697,13990.44,0.0
475,RJ,SERVICOS PROFISSIONAIS E TECNICOS,22000.0,11000.0,739,5.3865,0,12.6,8727.8625,10066.88,0.0
476,SP,SERVICOS PROFISSIONAIS E TECNICOS,35000.0,0.0,361,5.4495,0,12.6,11097.2295,13741.92,0.0
477,MS,MINERACAO,110000.0,216000.0,320,3.759,0,12.6,33302.493,38671.08,0.0
478,PR,VAREJO,3500000.0,2698000.0,233,3.864,0,12.6,111668.949,129082.08,0.0
479,SP,VAREJO,52000.0,5000.0,476,4.389,0,12.6,11097.261,12962.76,0.0
480,SP,INDUSTRIA DA CONSTRUCAO,40000.0,3000.0,414,4.305,20,12.6,33290.67,38577.48,0.0
481,DF,SERVICOS ADMINISTRATIVOS,30000.0,3000.0,581,5.082,0,12.6,11162.76,13716.84,0.0
482,SP,SERVICOS ADMINISTRATIVOS,30000.0,5000.0,468,4.893,0,12.6,16740.0345,20143.2,0.0
483,SC,BENS DE CONSUMO,50000.0,148000.0,313,5.1135,903,12.6,11097.681,13560.12,3390.03
484,RS,ATACADO,100000.0,150000.0,316,4.5885,0,12.6,33291.972,39350.4,0.0
485,SP,VAREJO,20000.0,16000.0,636,5.019,1417,8.4,5456.031,6344.08,4706.41
486,SP,VAREJO,300000.0,1358000.0,457,3.8955,0,12.6,89289.4275,101800.56,0.0
487,RS,SERVICOS ADMINISTRATIVOS,115000.0,15000.0,625,3.9375,0,18.9,68771.913,84596.58,0.0
488,PA,TELECOM,38000.0,13000.0,102,5.9535,0,4.2,5363.3895,5933.2,0.0
489,DF,INDUSTRIA DIGITAL,20000.0,0.0,313,5.7435,0,12.6,11153.121,13695.96,0.0
490,SC,VAREJO,200000.0,67000.0,188,3.9165,0,6.3,32448.6855,34103.58,0.0
491,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,40000.0,7000.0,848,4.704,0,12.6,22197.4515,26802.12,0.0
492,PR,PRODUTOS DE AGROPECUARIA,52000.0,10000.0,461,4.809,1172,12.6,11156.943,13234.32,12131.46
493,SP,SERVICOS ADMINISTRATIVOS,54000.0,393000.0,151,3.9585,0,12.6,39090.492,45703.8,0.0
494,PE,VAREJO,30000.0,0.0,401,5.754,0,9.45,11008.641,13333.32,0.0
495,RJ,SERVICOS DIVERSOS,11000.0,0.0,311,5.2605,1165,12.6,5548.557,6792.0,6792.0
496,PR,VAREJO,9000.0,0.0,467,5.502,0,3.15,1067.8395,1109.64,0.0
497,SC,INDUSTRIA DIGITAL,30000.0,16000.0,740,4.6095,0,12.6,16645.713,19674.84,0.0
498,MG,TEXTEIS,60000.0,41000.0,743,4.2735,0,9.45,16433.4345,18232.74,0.0
499,SP,SIDERURGICA-METALURGIA,25000.0,8000.0,471,4.977,0,6.3,5408.0985,5874.12,0.0
500,SP,SERVICOS PROFISSIONAIS E TECNICOS,20000.0,380.0,243,5.7225,1417,12.6,6659.856,8633.88,7157.4
501,SP,SERVICOS PROFISSIONAIS E TECNICOS,107000.0,86000.0,423,4.515,0,12.6,33297.8205,39952.44,0.0
502,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,600000.0,938000.0,0,3.6435,0,6.3,108587.3565,115808.16,0.0
