,estado,setor,faturamento_informado,divida_total_pj,score,taxa,atraso_corrente,prazo,valor_contrato,valor_contrato_mais_juros,valor_em_aberto
1010,PA,SERVICOS DE ALOJAMENTO/ALIMENTACAO,100000.0,4000.0,211,4.2525,0,12.6,27745.2525,32423.28,0.0
1011,SP,SERVICOS DE EDUCACAO,60000.0,0.0,263,4.7985,0,12.6,22195.362,26642.16,0.0
1012,GO,VAREJO,15000.0,8000.0,491,4.935,0,12.6,7770.3885,9694.56,0.0
1013,GO,VAREJO,90000.0,58000.0,540,3.927,0,12.6,55799.142,63500.04,0.0
1014,RN,VAREJO,45000.0,0.0,246,4.914,1618,12.6,22194.7215,26732.76,24505.03
1015,MG,SERVICOS DE EDUCACAO,30000.0,54000.0,365,4.8615,0,6.3,10816.6065,11754.72,0.0
1016,SC,ATACADO,535000.0,14000.0,493,4.137,1319,12.6,89268.123,102430.92,68287.28
1017,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,54000.0,33000.0,142,6.2685,275,12.6,5579.1435,7189.92,95.16
1018,PE,BENS DE CONSUMO,25000.0,12000.0,516,4.7985,1253,12.6,11097.576,13304.64,7687.65
1019,MS,VAREJO,90000.0,8000.0,896,4.305,0,12.6,11097.576,12944.88,0.0
1020,SP,VAREJO,57000.0,234000.0,571,4.599,0,11.55,22104.768,26316.73,0.0
1021,GO,VAREJO,550000.0,494000.0,527,3.78,0,6.3,32544.561,33977.52,0.0
1022,CE,VAREJO,50000.0,79000.0,148,6.258,0,6.3,5408.4765,6168.66,0.0
1023,GO,SERVICOS PROFISSIONAIS E TECNICOS,45000.0,225.0,399,4.9035,0,12.6,16645.986,20024.28,0.0
1024,PR,VAREJO,90000.0,5000.0,465,4.998,0,6.3,16225.2405,17751.42,0.0
1025,SC,PRODUTOS DE AGROPECUARIA,1000000.0,321000.0,346,4.326,0,6.3,32544.1095,34545.42,0.0
1026,PB,VAREJO,70000.0,119000.0,610,4.473,0,12.6,39053.1855,45618.12,0.0
1027,PR,ATACADO,2500000.0,2395000.0,227,3.885,0,6.3,86786.091,90909.54,0.0
1028,DF,SERVICOS DE ALOJAMENTO/ALIMENTACAO,30000.0,3000.0,473,5.3865,1060,12.6,11766.1425,14729.28,9758.95
1029,SP,BENS DE CAPITAL,30000.0,0.0,748,5.376,0,12.6,13237.9905,16617.36,0.0
1030,RN,SERVICOS DE ALOJAMENTO/ALIMENTACAO,48000.0,43000.0,106,6.447,878,12.6,5549.6175,7452.96,6360.79
1031,SP,INDUSTRIA DA CONSTRUCAO,18400.0,9000.0,274,6.006,1060,11.55,5526.4965,7167.16,5212.48
1032,GO,ATACADO,45000.0,33000.0,422,4.9035,0,12.6,16646.5215,20100.84,0.0
1033,RS,INDUSTRIA DIGITAL,27000.0,8000.0,810,4.0635,0,12.6,27919.0695,32770.2,0.0
1034,GO,VAREJO,220000.0,459000.0,455,4.053,0,12.6,16646.385,19139.04,0.0
1035,PR,VAREJO,80000.0,162286.0,572,3.9795,0,6.3,21634.6935,22995.54,0.0
1036,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,30000.0,587.0,323,5.124,0,12.6,11097.618,13560.0,0.0
1037,DF,SERVICOS DE ALOJAMENTO/ALIMENTACAO,90000.0,3000.0,118,5.7435,1406,12.6,16738.407,21029.52,21029.52
1038,PI,VAREJO,12000.0,4000.0,607,4.914,0,5.25,8616.1425,9187.8,0.0
1039,SC,SERVICOS DE ALOJAMENTO/ALIMENTACAO,80000.0,8000.0,428,4.7985,520,12.6,33292.0035,39815.16,30111.19
1040,PR,SERVICOS PROFISSIONAIS E TECNICOS,75000.0,10000.0,340,4.662,0,6.3,21635.586,23633.94,0.0
1041,PE,ATACADO,90000.0,167000.0,410,4.6095,13,12.6,55827.135,67291.44,19866.48
1042,SP,VAREJO,250000.0,492000.0,131,4.0425,0,12.6,66955.0245,76590.36,0.0
1043,SP,VAREJO,25000.0,9000.0,329,6.2055,1060,12.6,5548.599,7150.56,4334.09
1044,SP,VAREJO,317000.0,566000.0,723,3.675,1116,12.6,55821.9165,63342.6,42228.4
1045,SP,BENS DE CONSUMO,10000.0,0.0,380,5.901,0,12.6,11097.87,14192.76,0.0
1046,PA,VAREJO,380000.0,475000.0,647,3.6435,0,6.3,43404.4065,45437.52,0.0
1047,RS,VAREJO,35000.0,43000.0,776,4.578,0,12.6,18311.0025,19531.25,0.0
1048,SP,VAREJO,85000.0,48000.0,295,4.9665,0,12.6,39078.7215,48138.0,3002.78
1049,RS,INDUSTRIA DIGITAL,15000.0,30000.0,495,4.5675,0,12.6,11097.3975,13116.84,0.0
1050,SP,INDUSTRIA DA CONSTRUCAO,100000.0,0.0,310,5.0295,0,6.3,21637.098,23578.26,0.0
1051,SP,SERVICOS DIVERSOS,33000.0,2421.0,303,4.7565,0,12.6,11099.529,13551.84,0.0
1052,RJ,SERVICOS PROFISSIONAIS E TECNICOS,200000.0,201000.0,373,4.5675,0,6.3,43419.369,47429.94,0.0
1053,SP,VAREJO,12000.0,0.0,722,5.0085,1364,12.6,5584.551,6984.96,6402.88
1054,PR,INDUSTRIA DA CONSTRUCAO,120000.0,32000.0,332,4.599,0,9.45,44009.658,49493.43,0.0
1055,PI,BENS DE CONSUMO,35000.0,0.0,274,5.0295,0,12.6,22193.934,26787.12,0.0
1056,PA,PRODUTOS DE AGROPECUARIA,50000.0,28000.0,723,4.7775,0,12.6,22194.879,26543.64,0.0
1057,AM,VAREJO,40000.0,41000.0,389,5.04,0,12.6,16649.7765,20748.36,0.0
1058,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,45000.0,3000.0,393,4.9035,0,12.6,11097.366,13349.52,0.0
1059,SE,VAREJO,30000.0,43000.0,460,5.292,0,12.6,11097.9015,13721.04,0.0
1060,RS,SERVICOS DE ALOJAMENTO/ALIMENTACAO,72000.0,272000.0,331,4.5675,0,13.65,27864.396,33853.3,1950.03
1061,PA,ATACADO,250000.0,78000.0,149,4.3785,976,6.3,21713.1285,23672.76,1030.38
1062,SP,SERVICOS PROFISSIONAIS E TECNICOS,40000.0,48000.0,496,5.103,0,12.6,22325.058,27433.2,0.0
1063,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,700000.0,2505000.0,80,6.195,0,3.15,56027.5275,57258.51,0.0
1064,PB,VAREJO,11500.0,0.0,332,5.859,0,9.45,5477.3145,6428.16,0.0
1065,SC,SERVICOS ADMINISTRATIVOS,35000.0,5000.0,233,5.754,0,12.6,11097.6705,14044.92,0.0
1066,SP,SERVICOS PROFISSIONAIS E TECNICOS,145000.0,0.0,159,4.9875,0,6.3,16278.1185,17887.08,0.0
1067,MA,SERVICOS PROFISSIONAIS E TECNICOS,61507.9,14000.0,451,5.04,932,12.6,11165.9625,13843.44,4264.68
1068,SP,BENS DE CONSUMO,14000.0,0.0,748,4.641,0,12.6,15626.457,18642.0,0.0
1069,SP,SERVICOS DE SAUDE,50000.0,30000.0,534,4.6935,0,18.9,22924.6605,30013.38,0.0
1070,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,35000.0,8000.0,437,4.599,1472,12.6,5548.6305,6558.36,4274.56
1071,PE,VAREJO,65000.0,19000.0,325,4.2105,0,12.6,16649.577,19703.52,0.0
1072,PA,VAREJO,350000.0,0.0,345,4.4205,0,6.3,37991.688,41267.94,0.0
1073,SC,BENS DE CONSUMO,400000.0,545000.0,124,4.053,1263,6.3,54244.2915,57230.46,57230.46
1074,SP,VAREJO,15000.0,23000.0,453,5.649,1114,6.3,10816.722,12069.36,4023.12
1075,SP,VAREJO,38255.4,19000.0,524,5.2395,0,6.3,21633.7065,23860.86,0.0
1076,SP,VAREJO,713257.0,2407000.0,415,3.213,0,18.9,111885.7005,134053.2,0.0
1077,SP,INDUSTRIA DIGITAL,285842.0,0.0,822,3.654,0,18.9,137519.6655,164104.2,0.0
1078,RJ,SERVICOS DIVERSOS,40000.0,0.0,303,4.7985,1066,12.6,5549.082,6693.48,3718.23
1079,SP,VAREJO,28000.0,799.0,314,5.817,0,10.5,11056.374,13489.2,0.0
1080,MG,MINERACAO,45000.0,0.0,619,4.515,0,12.6,11100.663,13502.28,0.0
1081,CE,INDUSTRIA DIGITAL,10000.0,5000.0,465,5.943,0,12.6,5581.569,7215.48,0.0
1082,SC,VAREJO,50000.0,9000.0,101,6.279,0,12.6,11097.8175,14480.28,0.0
1083,RS,ATACADO,50000.0,0.0,480,5.0295,1116,12.6,11100.9885,13995.36,12829.08
1084,PE,INDUSTRIA DA CONSTRUCAO,100000.0,8000.0,112,6.174,0,12.6,16647.435,21739.08,0.0
1085,GO,SERVICOS ADMINISTRATIVOS,300000.0,34000.0,208,4.4205,0,12.6,21637.8225,23682.3,0.0
1086,SP,ATACADO,80000.0,2000.0,386,4.998,0,12.6,66949.701,80536.92,0.0
1087,SP,VAREJO,10000.0,10000.0,569,5.292,0,11.55,5525.0475,6675.02,0.0
1088,RS,SERVICOS ADMINISTRATIVOS,400000.0,984000.0,375,3.6855,0,6.3,43426.8555,46152.0,0.0
1089,SP,SERVICOS DE EDUCACAO,29000.0,14000.0,270,5.2395,0,6.3,5408.172,5931.78,0.0
1090,SP,VAREJO,60000.0,15000.0,347,5.124,0,6.3,16227.96,18172.02,0.0
1091,PB,VAREJO,30000.0,36000.0,370,5.103,0,12.6,11097.429,13505.88,0.0
1092,CE,TELECOM,50000.0,5000.0,342,4.9665,0,12.6,33293.694,40441.44,0.0
1093,RS,ATACADO,850000.0,295000.0,517,3.738,0,10.5,55303.1955,61535.0,0.0
1094,ES,SERVICOS ADMINISTRATIVOS,180000.0,336000.0,177,4.305,0,6.3,37968.9135,40303.8,0.0
1095,MG,BENS DE CONSUMO,700000.0,230000.0,627,4.1475,1198,11.55,111006.042,123751.32,112261.62
1096,PA,VAREJO,29900.0,24000.0,586,4.515,0,12.6,16650.438,20184.12,0.0
1097,SP,VAREJO,80000.0,84000.0,265,5.166,869,12.6,22195.7715,27264.48,8524.54
1098,AM,VAREJO,136000.0,0.0,414,4.116,0,12.6,39043.8825,44325.48,0.0
1099,CE,SERVICOS ADMINISTRATIVOS,100000.0,6000.0,307,4.3785,0,6.3,5425.9275,5835.66,0.0
1100,MG,SERVICOS PROFISSIONAIS E TECNICOS,165000.0,61000.0,317,4.1265,0,12.6,16648.0335,19415.04,0.0
1101,SP,VAREJO,115000.0,2000.0,204,5.313,0,12.6,8323.056,10247.4,0.0
1102,GO,VAREJO,30000.0,894.0,355,5.313,0,12.6,11097.408,13663.2,0.0
1103,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,42690.0,0.0,642,4.599,0,12.6,5548.62,6558.36,0.0
1104,RN,SIDERURGICA-METALURGIA,15000.0,0.0,432,4.956,1549,3.15,2135.7,2198.43,732.81
1105,BA,SIDERURGICA-METALURGIA,70000.0,0.0,273,4.7985,0,6.3,32449.662,35175.24,0.0
1106,PE,VAREJO,60000.0,2000.0,235,5.103,1284,12.6,22194.774,27011.76,24760.78
1107,SP,SERVICOS DE EDUCACAO,80000.0,39000.0,487,4.158,0,12.6,27744.3285,32124.72,0.0
1108,AP,VAREJO,15000.0,0.0,362,4.536,1141,12.6,11100.075,13440.6,10023.89
1109,MG,VAREJO,80000.0,0.0,323,5.0925,0,12.6,16740.2655,20386.68,0.0
1110,SP,ATACADO,100000.0,159000.0,269,4.2315,0,6.3,43375.1115,45354.12,0.0
1111,BA,VAREJO,40000.0,6000.0,473,5.019,0,12.6,11098.689,13638.12,0.0
1112,SP,VAREJO,55000.0,0.0,490,4.8195,0,4.2,10750.803,11354.68,0.0
1113,SC,VAREJO,50000.0,152000.0,803,4.536,1126,12.6,44626.0605,52017.12,43347.6
1114,SP,INDUSTRIA DIGITAL,30000.0,18000.0,535,5.0715,1144,6.3,10847.886,11782.62,9818.85
1115,RJ,VAREJO,40000.0,323.0,188,5.586,1396,12.6,11099.781,14278.32,8055.29
1116,SP,INDUSTRIA DA CONSTRUCAO,400000.0,218000.0,422,4.1895,0,9.45,21917.1435,24833.79,0.0
1117,RJ,SERVICOS DIVERSOS,38000.0,5000.0,408,5.1135,0,12.6,11097.3345,13505.76,0.0
1118,SP,VAREJO,55000.0,79000.0,304,4.6515,0,6.3,10819.851,12049.02,0.0
1119,PR,TEXTEIS,250000.0,107000.0,233,3.8955,0,6.3,16227.6975,17350.74,0.0
1120,SP,BENS DE CONSUMO,500000.0,1729000.0,218,3.8115,0,12.6,111586.314,125757.24,0.0
1121,SP,ATACADO,50000.0,51000.0,539,5.103,0,12.6,22188.2745,26106.48,0.0
1122,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,200000.0,372000.0,0,3.843,0,5.25,53995.914,56015.45,0.0
1123,AL,VAREJO,67000.0,41000.0,621,4.2525,0,18.9,51561.552,63903.06,0.0
1124,SP,VAREJO,100000.0,248000.0,694,4.998,0,8.4,32727.114,36867.28,0.0
1125,SP,VAREJO,80000.0,8000.0,376,4.515,0,12.6,33301.4955,40460.64,0.0
1126,SP,VAREJO,100000.0,0.0,408,4.977,101,12.6,22198.575,27382.2,0.0
1127,GO,ATACADO,15000.0,0.0,749,4.809,920,12.6,5548.809,6660.48,4378.67
1128,MA,VAREJO,18000.0,0.0,492,4.452,0,12.6,5549.67,6638.88,0.0
1129,DF,INDUSTRIA DA CONSTRUCAO,150000.0,55000.0,384,4.7565,0,9.45,38542.035,44937.18,0.0
1130,MG,INDUSTRIA DA CONSTRUCAO,15166.0,0.0,167,6.1215,0,12.6,7215.054,9622.92,0.0
1131,RJ,SERVICOS PROFISSIONAIS E TECNICOS,13387.0,0.0,635,5.103,0,12.6,5549.292,6843.48,0.0
1132,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,150000.0,170000.0,167,5.7015,1287,12.6,22194.165,27799.56,13899.78
1133,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,110000.0,97000.0,687,3.633,0,22.05,51084.348,63379.26,0.0
1134,MG,VAREJO,120000.0,12000.0,212,4.3575,0,12.6,66949.239,77741.4,46011.07
1135,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,70000.0,2000.0,772,4.2105,0,6.3,6511.47,6974.22,0.0
1136,RJ,SERVICOS PROFISSIONAIS E TECNICOS,22000.0,0.0,554,5.103,0,12.6,11159.631,13572.96,0.0
1137,SC,INDUSTRIA DA CONSTRUCAO,28000.0,20000.0,353,5.229,1129,12.6,5548.704,6801.48,5667.9
1138,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,250000.0,15000.0,800,4.158,0,12.6,55787.172,63889.2,0.0
1139,SP,VAREJO,30000.0,29000.0,337,5.1555,0,12.6,13316.541,16206.72,0.0
1140,RJ,VAREJO,195000.0,11000.0,180,3.4335,0,12.6,33302.8395,37881.72,0.0
1141,AP,ATACADO,500000.0,89000.0,119,6.132,0,3.15,16043.2755,16760.4,0.0
1142,PB,BENS DE CONSUMO,130000.0,54000.0,391,4.4205,0,12.6,33484.8045,39414.0,0.0
1143,TO,VAREJO,150000.0,129000.0,448,4.4625,1165,12.6,33292.77,39164.16,9627.08
1144,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,15000.0,0.0,384,6.111,1344,12.6,5578.776,7106.76,5330.07
1145,GO,SERVICOS ADMINISTRATIVOS,64796.0,5000.0,386,4.8825,0,12.6,11097.429,13349.64,0.0
1146,BA,SERVICOS DE SANEAMENTO BASICO,250000.0,19000.0,189,4.557,0,12.6,39058.32,46050.24,0.0
1147,BA,SERVICOS DE ALOJAMENTO/ALIMENTACAO,16000.0,1000.0,424,5.0085,0,8.4,5454.3195,6121.28,0.0
1148,RS,VAREJO,80000.0,0.0,213,5.3235,1207,12.6,11159.169,13715.88,11429.9
1149,SC,SERVICOS ADMINISTRATIVOS,279201.0,415.0,111,4.5045,0,12.6,22194.291,26079.0,0.0
1150,GO,VAREJO,65000.0,144000.0,741,4.2,0,12.6,16650.753,19828.2,0.0
1151,CE,BENS DE CONSUMO,300000.0,187000.0,504,3.591,0,6.3,21633.2025,22568.82,0.0
1152,RS,INDUSTRIA DA CONSTRUCAO,15000.0,4000.0,213,5.7015,0,4.2,5363.883,5963.4,0.0
1153,SP,TRANSPORTE,2100000.0,2041000.0,209,3.57,0,6.3,54244.932,56018.52,0.0
1154,PA,VAREJO,50000.0,0.0,503,4.557,0,12.6,22195.6875,26326.32,0.0
1155,SP,TELECOM,30000.0,21000.0,534,4.5885,0,12.6,33291.8565,39350.28,0.0
1156,RJ,SERVICOS DE SAUDE,130000.0,16000.0,201,4.725,0,12.6,33300.498,40854.0,0.0
1157,SP,VAREJO,40000.0,9000.0,104,6.174,0,12.6,11097.3345,14301.24,0.0
1158,GO,SERVICOS DE ALOJAMENTO/ALIMENTACAO,23000.0,6000.0,468,4.8615,0,12.6,7768.719,9404.4,0.0
1159,SP,VAREJO,290000.0,360.0,293,4.6725,0,6.3,21634.2525,23488.92,1665.87
1160,PR,SERVICOS ADMINISTRATIVOS,60000.0,20000.0,301,5.0085,0,12.6,16646.4795,20220.24,0.0
1161,RJ,SERVICOS PROFISSIONAIS E TECNICOS,25000.0,11000.0,185,6.9405,1200,12.6,5548.62,7435.68,6139.86
1162,GO,INDUSTRIA DA CONSTRUCAO,1400000.0,1888000.0,102,4.0635,1200,6.3,43401.414,45994.56,38328.8
1163,PE,DIVERSOS,10000.0,0.0,644,5.4705,0,12.6,5550.2055,7145.16,0.0
1164,RJ,ATACADO,80000.0,72000.0,316,4.9245,0,6.3,16230.018,18297.66,0.0
1165,MS,VAREJO,15000.0,8000.0,395,5.1975,457,12.6,6659.0475,8240.28,4424.29
1166,ES,VAREJO,18000.0,0.0,619,5.607,0,12.6,11099.0565,14173.32,0.0
1167,SP,BENS DE CONSUMO,80000.0,0.0,203,5.3865,605,12.6,5549.4915,6990.0,6790.0
1168,RN,TELECOM,35000.0,23000.0,408,4.6095,0,12.6,22194.3645,26233.2,0.0
1169,SP,BENS DE CONSUMO,88000.0,0.0,252,4.9245,0,12.6,11097.198,13349.4,0.0
1170,RJ,TRANSPORTE,15000.0,0.0,471,5.0715,0,12.6,8325.03,10414.8,0.0
1171,RS,TRANSPORTE,38000.0,398.0,172,6.132,0,12.6,11098.2795,14445.12,0.0
1172,SP,VAREJO,50000.0,4000.0,529,4.494,1352,12.6,11096.736,12981.96,12981.96
1173,SP,VAREJO,300000.0,300000.0,753,3.423,0,18.9,112485.849,135010.98,0.0
1174,SP,INDUSTRIA DA CONSTRUCAO,250000.0,333000.0,689,3.654,0,18.9,114600.78,136754.82,0.0
1175,MG,SERVICOS ADMINISTRATIVOS,114000.0,80000.0,155,4.8195,829,12.6,22314.495,26500.08,4953.01
1176,SC,SERVICOS DIVERSOS,30000.0,1000.0,376,5.0505,0,6.3,10815.588,11703.54,0.0
1177,PI,VAREJO,25000.0,17000.0,705,4.284,1116,6.3,10819.305,11821.92,3784.94
1178,RS,SERVICOS PROFISSIONAIS E TECNICOS,18000.0,2000.0,339,5.817,0,12.6,5548.494,6989.88,0.0
1179,MG,ATACADO,65000.0,0.0,368,4.5885,0,12.6,22195.3095,26325.96,0.0
1180,SP,ATACADO,1000000.0,0.0,789,3.8745,1186,6.3,32570.811,34891.44,34891.44
1181,AL,VAREJO,27000.0,4000.0,110,6.1635,0,12.6,8880.2175,11900.88,0.0
1182,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,45000.0,0.0,130,5.8695,1165,12.6,11097.2715,14060.16,14060.16
1183,PR,VAREJO,60000.0,0.0,220,4.935,1458,12.6,11097.1455,13349.28,7441.94
1184,SP,VAREJO,80000.0,44000.0,328,4.4625,1037,12.6,33294.114,39342.6,12010.77
1185,MG,SERVICOS DE EDUCACAO,100000.0,42000.0,442,4.284,51,12.6,33301.9155,39924.0,17067.82
1186,SC,VAREJO,38000.0,12000.0,737,4.4835,1266,12.6,16647.036,19693.44,18052.32
1187,PR,VAREJO,170000.0,256000.0,294,3.948,0,18.9,57310.323,70628.22,0.0
1188,MT,SERVICOS ADMINISTRATIVOS,60000.0,0.0,205,4.095,0,6.3,10856.4855,11710.86,0.0
1189,CE,VAREJO,90000.0,222000.0,195,3.843,0,12.6,33291.888,37746.12,0.0
1190,SP,SERVICOS DE SAUDE,35000.0,7000.0,455,4.5675,0,12.6,11097.45,13116.96,0.0
1191,RJ,INDUSTRIA DIGITAL,370000.0,79000.0,863,4.1475,0,6.3,54219.3645,57173.94,0.0
1192,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,65000.0,12000.0,691,4.368,0,12.6,16646.007,19444.32,0.0
1193,DF,VAREJO,75000.0,43442.0,897,4.011,0,12.6,27748.0245,32283.84,0.0
1194,SP,SERVICOS DIVERSOS,60000.0,6000.0,382,4.5675,0,12.6,11098.122,13209.36,0.0
1195,RJ,BENS DE CONSUMO,120000.0,53000.0,372,4.494,0,12.6,33299.049,40059.6,0.0
1196,SP,ATACADO,180000.0,381000.0,539,4.221,0,12.6,39064.263,45417.6,0.0
1197,RS,ATACADO,1000000.0,2781000.0,515,3.969,0,12.6,111680.9295,130452.48,0.0
1198,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,25600.0,0.0,226,5.3445,1232,6.3,2163.063,2353.38,1961.15
1199,GO,VAREJO,90000.0,37000.0,334,4.7355,0,6.3,16269.5925,17402.4,0.0
1200,GO,SERVICOS DE EDUCACAO,32000.0,0.0,440,5.8905,0,10.5,11055.177,13467.3,0.0
1201,PR,VAREJO,300000.0,347000.0,415,4.8825,884,12.6,55801.8405,67227.96,5070.64
1202,PR,QUIMICA-PETROQUIMICA,25000.0,0.0,501,4.5885,0,12.6,27743.4045,32792.04,0.0
1203,SP,TELECOM,13500.0,14000.0,706,3.8955,0,6.3,5409.327,5792.82,0.0
1204,RJ,VAREJO,95000.0,88000.0,340,5.04,1333,12.6,16649.2515,20666.88,15244.18
1205,RS,VAREJO,10000.0,2000.0,628,4.746,0,12.6,5549.7015,6759.6,0.0
1206,TO,VAREJO,19000.0,0.0,516,5.0295,0,12.6,3330.0855,4166.04,0.0
1207,SP,BENS DE CONSUMO,90000.0,0.0,322,4.683,0,12.6,33292.1925,39582.6,0.0
1208,GO,ATACADO,35000.0,25000.0,290,5.355,0,10.5,11005.4385,13447.3,0.0
1209,AM,SERVICOS PROFISSIONAIS E TECNICOS,80000.0,110000.0,674,4.3995,0,6.3,16224.5685,17336.22,0.0
1210,RS,TEXTEIS,300000.0,577000.0,330,3.864,0,12.6,67001.6025,77449.56,0.0
1211,PR,TRANSPORTE,16000.0,0.0,261,6.006,0,12.6,5550.3945,7413.96,0.0
1212,PR,VAREJO,85000.0,248000.0,346,4.3365,0,6.3,21644.91,23676.78,0.0
1213,SP,VAREJO,25000.0,37000.0,749,5.1555,0,12.6,6902.406,8389.68,0.0
1214,SP,ATACADO,260000.0,52000.0,421,4.557,1462,12.6,66982.5975,80040.6,73214.54
1215,SP,VAREJO,150000.0,336000.0,828,4.137,1270,12.6,55792.5795,64019.4,41770.59
1216,PB,SERVICOS PROFISSIONAIS E TECNICOS,17000.0,0.0,494,5.6385,1326,6.3,5408.319,6025.68,3963.89
1217,RS,BENS DE CONSUMO,160000.0,41000.0,421,3.8325,1319,6.3,32451.5205,34270.86,34270.86
1218,AM,ATACADO,250000.0,260000.0,432,4.914,1093,12.6,16742.985,20319.12,13509.56
1219,SP,TRANSPORTE,28000.0,0.0,509,5.0925,0,8.4,8730.057,10240.48,0.0
1220,SP,BENS DE CONSUMO,130000.0,0.0,312,4.3995,0,12.6,33292.623,39017.16,0.0
1221,SP,VAREJO,90000.0,47000.0,426,4.3995,0,8.4,27272.595,29997.28,0.0
1222,SP,SERVICOS DE SAUDE,15000.0,62000.0,368,4.263,0,12.6,22314.789,25706.88,0.0
1223,SP,VAREJO,150000.0,308.0,239,5.145,0,12.6,16649.6715,20853.36,0.0
1224,RS,VAREJO,105670.0,11000.0,341,5.124,1396,12.6,11098.143,13632.6,11331.74
1225,RJ,SERVICOS DE SAUDE,14000.0,0.0,429,5.3025,0,12.6,5548.725,6831.6,0.0
1226,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,60000.0,1000.0,292,4.9875,1326,12.6,11158.518,13423.08,8916.01
1227,PR,VAREJO,60000.0,94000.0,349,4.662,0,12.6,16647.015,19887.12,0.0
1228,RJ,INDUSTRIA DIGITAL,1300000.0,3286000.0,125,3.675,0,9.45,55065.297,60978.33,0.0
1229,SP,SERVICOS PROFISSIONAIS E TECNICOS,40000.0,57000.0,361,5.103,1380,12.6,16646.2275,20286.0,18595.5
1230,SP,BENS DE CONSUMO,198000.0,334000.0,231,4.998,1392,6.3,32545.674,35350.08,35350.08
1231,SC,SERVICOS DE ALOJAMENTO/ALIMENTACAO,40000.0,40000.0,389,5.0295,0,12.6,9990.1305,12481.68,0.0
1232,PR,SERVICOS PROFISSIONAIS E TECNICOS,160000.0,278000.0,441,4.5045,0,6.3,65139.8265,71375.88,0.0
1233,MA,SERVICOS ADMINISTRATIVOS,60000.0,0.0,642,4.284,0,12.6,16646.007,19349.88,0.0
1234,PA,VAREJO,430000.0,56000.0,195,4.557,0,4.2,37649.6085,40255.52,0.0
1235,RN,SERVICOS DE ALOJAMENTO/ALIMENTACAO,20000.0,11000.0,107,6.4785,0,12.6,7768.6035,10271.4,0.0
1236,RN,INDUSTRIA DA CONSTRUCAO,90000.0,0.0,136,6.1215,0,9.45,11003.727,13290.75,0.0
1237,DF,SERVICOS DE EDUCACAO,50000.0,3000.0,286,5.0085,0,12.6,22194.6165,26855.04,0.0
1238,SP,BENS DE CONSUMO,100000.0,137000.0,695,5.313,0,12.6,33481.917,41376.6,0.0
1239,PR,INDUSTRIA DIGITAL,85000.0,143000.0,525,4.347,1540,12.6,44633.904,51828.84,21496.91
1240,SP,VAREJO,60000.0,133987.00000000003,725,4.2315,0,12.6,22197.525,26077.2,0.0
1241,PR,SERVICOS PROFISSIONAIS E TECNICOS,90000.0,21329.0,729,4.1475,0,12.6,33474.6195,38410.56,0.0
1242,SP,ATACADO,400000.0,523000.0,429,4.389,0,12.6,55794.8895,65064.48,0.0
1243,PR,ATACADO,450000.0,1150000.0,540,3.948,1053,18.9,91707.3255,113540.58,64354.36
1244,CE,VAREJO,55000.0,0.0,275,4.956,787,12.6,11098.8885,13620.96,3632.73
1245,MG,SERVICOS PROFISSIONAIS E TECNICOS,300000.0,76000.0,106,5.145,0,15.75,56592.522,74789.55,0.0
1246,CE,VAREJO,200000.0,0.0,317,4.5255,0,12.6,22197.9345,26573.16,0.0
1247,ES,SERVICOS DE ALOJAMENTO/ALIMENTACAO,90000.0,62000.0,364,4.662,0,12.6,27743.6565,32966.4,0.0
1248,SP,SERVICOS ADMINISTRATIVOS,140000.0,85000.0,280,5.0085,0,6.3,54242.4225,58916.34,0.0
1249,SP,SERVICOS DIVERSOS,30000.0,10000.0,769,4.8195,0,18.9,22761.522,30310.2,0.0
1250,GO,SERVICOS ADMINISTRATIVOS,125000.0,54000.0,128,4.3785,1347,12.6,22194.648,25925.64,25925.64
1251,GO,BENS DE CONSUMO,150000.0,240000.0,123,4.221,0,12.6,33299.049,39406.92,0.0
1252,SP,INDUSTRIA DIGITAL,20000.0,7000.0,725,5.103,0,12.6,16646.1015,20258.88,0.0
1253,SP,SERVICOS DIVERSOS,200000.0,75000.0,414,4.704,947,18.9,57301.4505,74413.98,32040.21
1254,AP,BENS DE CONSUMO,82339.0,0.0,332,4.8405,0,6.3,21639.8385,23516.7,0.0
1255,MG,BENS DE CONSUMO,100000.0,211000.0,126,3.759,0,18.9,63030.576,75865.68,0.0
1256,MT,VAREJO,35000.0,53000.0,448,5.4915,0,12.6,5581.7265,7040.4,0.0
